순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
481,박헌도,17롯LF,-0.330,35,30,207.0,45,42,1,2,.956,1.87,-2.21,-0.04,0.00,0.00,-0.18,-2.43,-14.06,-1.16,-3.59,-0.223,-0.330
482,김원석,17한RF,-0.350,74,46,454.0,117,117,0,0,1.000,2.32,-0.97,-2.09,0.00,0.00,0.28,-2.78,-7.33,-1.02,-3.80,-0.256,-0.350
483,모넬,17k1B,-0.352,25,23,195.2,215,199,12,4,.981,9.71,-1.49,0.00,0.00,0.00,-0.48,-1.97,-12.04,-1.79,-3.76,-0.184,-0.352
484,정경운,17한SS,-0.375,45,29,294.0,145,49,90,6,.959,4.26,-5.17,0.00,0.00,0.00,-0.31,-5.49,-22.33,1.43,-4.06,-0.508,-0.375
485,유한준,17kRF,-0.384,110,105,866.2,193,188,4,1,.995,1.99,-0.24,0.01,0.00,0.00,0.43,0.20,0.28,-4.38,-4.18,0.018,-0.384
486,이상호,17N2B,-0.399,76,40,422.2,195,78,109,8,.959,3.98,-4.57,0.00,0.00,0.00,-0.67,-5.24,-14.83,0.90,-4.34,-0.481,-0.399
487,박정권,17S1B,-0.405,103,81,692.0,740,668,65,7,.991,9.53,2.29,0.00,0.00,0.00,-0.25,2.04,3.53,-6.43,-4.39,0.188,-0.405
488,이정후,17넥CF,-0.429,144,134,1192.0,306,295,8,3,.990,2.29,-4.52,0.50,0.00,0.00,0.09,-3.94,-3.96,-0.76,-4.70,-0.360,-0.429
489,손아섭,17롯RF,-0.443,139,139,1210.1,263,250,11,2,.992,1.94,-1.14,2.63,0.00,0.00,0.51,1.99,1.97,-6.89,-4.89,0.180,-0.443
490,최형우,17KLF,-0.451,115,114,916.2,207,196,7,4,.981,1.99,-1.70,1.74,0.00,0.00,0.18,0.22,0.29,-5.25,-5.03,0.020,-0.451
491,오정복,17kLF,-0.520,55,38,310.0,64,62,1,1,.984,1.83,-4.70,0.62,0.00,0.00,0.13,-3.95,-15.25,-1.74,-5.70,-0.361,-0.520
492,김동욱,17k1B,-0.545,61,36,324.2,250,229,17,4,.984,6.82,-1.63,-1.25,0.00,0.00,-0.34,-3.21,-11.85,-2.68,-5.90,-0.297,-0.545
493,정진호,17두RF,-0.570,78,49,441.2,94,93,1,0,1.000,1.92,-3.92,-0.70,0.00,0.00,0.35,-4.28,-11.59,-1.93,-6.21,-0.393,-0.570
494,이성열,17한LF,-0.601,76,73,598.0,151,137,10,4,.974,2.21,-2.90,-0.11,0.00,0.00,-0.16,-3.17,-6.35,-3.44,-6.62,-0.288,-0.601
495,김헌곤,17삼LF,-0.614,115,86,824.1,173,161,10,2,.988,1.87,-4.99,1.64,0.00,0.00,0.40,-2.94,-4.28,-3.71,-6.66,-0.272,-0.614
496,스크럭스,17N1B,-0.643,99,99,875.2,844,793,42,9,.989,8.58,1.52,-0.01,0.00,0.00,-0.35,1.16,1.59,-8.28,-7.12,0.105,-0.643
497,장영석,17넥1B,-0.664,52,47,399.2,315,268,38,9,.971,6.89,-3.92,0.00,0.00,0.00,-1.02,-4.94,-14.79,-2.37,-7.31,-0.448,-0.664
498,김주찬,17K1B,-0.665,108,101,855.0,676,627,44,5,.993,7.06,-1.10,0.79,0.00,0.00,0.25,-0.07,-0.10,-7.20,-7.27,-0.006,-0.665
499,채태인,17넥1B,-0.668,63,59,487.1,504,472,26,6,.988,9.20,-2.36,0.00,0.00,0.00,-0.39,-2.75,-6.75,-4.58,-7.33,-0.250,-0.668
500,김재환,17두LF,-0.669,132,131,1093.0,245,232,5,8,.967,1.95,0.35,-1.11,0.00,0.00,-0.44,-1.20,-1.31,-6.29,-7.49,-0.107,-0.669
501,정성훈,17L1B,-0.673,77,57,439.1,428,397,26,5,.988,8.67,-2.97,0.00,0.00,0.00,-0.27,-3.24,-8.84,-4.12,-7.37,-0.296,-0.673
502,오태곤,17k1B,-0.703,74,64,573.1,618,580,34,4,.994,9.64,-2.45,0.00,0.00,0.00,0.15,-2.30,-4.80,-5.35,-7.65,-0.211,-0.703
503,양성우,17한RF,-0.706,113,93,848.1,208,198,6,4,.981,2.16,-2.66,-1.16,0.00,0.00,-0.11,-3.94,-5.55,-3.72,-7.66,-0.363,-0.706
504,배영섭,17삼LF,-0.711,59,45,370.0,89,86,0,3,.966,2.09,-4.23,-1.25,0.00,0.00,-0.21,-5.69,-18.41,-2.08,-7.77,-0.521,-0.711
505,오재일,17두1B,-0.716,107,90,809.0,828,781,42,5,.994,9.16,-0.59,0.00,0.00,0.00,0.34,-0.25,-0.37,-7.66,-7.91,-0.022,-0.716
506,로맥,17SRF,-0.728,96,91,794.2,464,415,42,7,.985,5.18,-5.28,2.70,0.00,0.00,-0.38,-2.97,-4.47,-5.01,-7.98,-0.271,-0.728
507,이대호,17롯1B,-0.735,117,115,937.2,964,897,59,8,.992,9.18,0.78,0.00,0.00,0.00,-0.04,0.74,0.94,-8.81,-8.08,0.067,-0.735
508,이택근,17넥RF,-0.738,51,44,334.1,71,71,0,0,1.000,1.91,-4.10,-2.33,0.00,0.00,0.27,-6.16,-22.05,-1.88,-8.04,-0.566,-0.738
509,허정협,17넥RF,-0.755,67,58,481.0,117,114,2,1,.992,2.17,-3.92,-1.83,0.00,0.00,0.22,-5.53,-13.75,-2.69,-8.22,-0.508,-0.755
510,고종욱,17넥LF,-0.756,104,99,839.1,200,192,3,5,.975,2.09,-0.70,-2.84,0.00,0.00,-0.12,-3.66,-5.22,-4.60,-8.26,-0.335,-0.756
511,민병헌,17두RF,-0.8109999999999999,120,114,932.0,213,204,5,4,0.981,2.02,-4.31,-0.36,0.0,0.0,-0.15,-4.82,-6.19,-4.1,-8.92,-0.43799999999999994,-0.8109999999999999
512,김문호,17롯LF,-0.882,121,94,898.2,198,190,4,4,0.98,1.94,-4.58,-0.1,0.0,0.0,0.16,-4.52,-6.01,-5.06,-9.57,-0.41600000000000004,-0.882
513,로사리오,17한1B,-0.937,105,103,889.1,899,835,54,10,0.9890000000000001,9.0,-1.57,0.0,0.0,0.03,-0.53,-2.07,-2.78,-8.39,-10.45,-0.185,-0.937
514,이대형,17kLF,-0.9540000000000001,91,76,651.0,162,159,1,2,0.988,2.21,-6.4,-2.03,0.0,0.0,0.16,-8.27,-15.2,-2.05,-10.32,-0.764,-0.9540000000000001
515,하준호,17kLF,-1.042,82,48,474.2,123,111,4,8,0.935,2.18,-8.31,-0.24,0.0,0.0,-1.21,-9.76,-24.62,-1.54,-11.3,-0.9,-1.042
516,러프,17삼1B,-1.199,109,109,936.0,904,827,70,7,0.992,8.63,-4.53,0.0,0.0,0.0,0.15,-4.38,-5.6,-8.86,-13.25,-0.397,-1.199
